,Title,Location,City,Company,Salary_Range,Salary_Avg,Summary,BOS,CHI,DC,HOU,NY,SF
2236,Lead Engineer for Site Reliability and Automation,"Chicago, IL",CHI,        University of Chicago,101k-120k,110.5,The Genomic Data Commons is the one of the world's largest collection of harmonized cancer genomics data. Our scientific data clouds and commons include:....,0.0,1.0,0.0,0.0,0.0,0.0
2237,Senior Data Scientist,"Chicago, IL",CHI,        Workbridge Associates,121k-140k,130.5,Hiring for a Senior Data Scientist for a major healthcare corporation that is building out a new data analytics team in Chicago....,0.0,1.0,0.0,0.0,0.0,0.0
2238,"Senior Data Scientist, Local Intelligence","Chicago, IL 60654 (Loop area)",CHI,        Groupon,121k-140k,130.5,4+ years of experience as a data scientist or a related role. Identify meaningful insights from large data and metadata sources;...,0.0,1.0,0.0,0.0,0.0,0.0
2239,Lead Data Scientist,"Chicago, IL 60602 (Loop area)",CHI,    Grubhub,121k-140k,130.5,"Explore diverse data (structured and unstructured) of large volumes to develop models which help drive complex, real time data driven products with real world...",0.0,1.0,0.0,0.0,0.0,0.0
2240,Data Scientist,"Chicago, IL 60603 (Loop area)",CHI,        Jobspring Partners,121k-140k,130.5,"The ideal person needs to be a personable and diverse data scientist ideal knowledgeable of Big Data, Data Analytics, and Data Engineering....",0.0,1.0,0.0,0.0,0.0,0.0
2241,Data Scientist - 16-00251,"Chicago, IL",CHI,    e.biT,121k-140k,130.5,"Knowledge of and ideally some experience with tools such as Pig, Hive, etc., for working with big data in Hadoop and/or Spark for data extraction and data prep...",0.0,1.0,0.0,0.0,0.0,0.0
2242,Capital One - Speech Recognition Data Scientist,"Chicago, IL",CHI,    Illinois Technology Association,121k-140k,130.5,"Speech Recognition Data Scientist. Writing software to clean and investigate large, messy data sets of numerical and textual data....",0.0,1.0,0.0,0.0,0.0,0.0
2243,Capital One - Data Scientist,"Chicago, IL",CHI,    Illinois Technology Association,121k-140k,130.5,"Writing software to clean and investigate large, messy data sets of numerical and textual data. Big, undefined problems and petabytes of data don't frighten you...",0.0,1.0,0.0,0.0,0.0,0.0
2244,Data Scientist,"Chicago, IL 60601 (Loop area)",CHI,        Workbridge Associates,121k-140k,130.5,ETL and Data warehousing experience. A leading provider of video advertising technology in the marketing industry is growing out a new platform in their Chicago...,0.0,1.0,0.0,0.0,0.0,0.0
2245,Data Scientist,"Abbott Park, IL",CHI,        Abbott,121k-140k,130.5,"The Data Scientist will be responsible for designing, validating, and solving business problems across the organization related to data modeling and information...",0.0,1.0,0.0,0.0,0.0,0.0
2246,Data Scientist - R&D (all levels),"Chicago, IL",CHI,    Civis Analytics,121k-140k,130.5,"As a data scientist on our Chicago-based Research and Development team, you will collaborate on modeling strategy, research design, and software engineering...",0.0,1.0,0.0,0.0,0.0,0.0
2247,Data Scientist,"Chicago, IL",CHI,        Capital One,121k-140k,130.5,"Writing software to clean and investigate large, messy data sets of numerical and textual data. Big, undefined problems and petabytes of data don't frighten you...",0.0,1.0,0.0,0.0,0.0,0.0
2248,Senior Data Scientist (IS Centers Of Excellence),"Chicago, IL",CHI,"        Tyson Foods, Inc.",121k-140k,130.5,"Be able to acquire and organize new data sets, mine data for patterns, visually represent data, and develop machine learning algorithms....",0.0,1.0,0.0,0.0,0.0,0.0
2249,Data Engineer,"Chicago, IL 60603 (Loop area)",CHI,    Raise Marketplace Inc.,121k-140k,130.5,"Work with Business Analysts, Application Developers and Data Scientists to implement solutions using agile methodologies....",0.0,1.0,0.0,0.0,0.0,0.0
2250,Advanced Analytics Enablement Big Data - Consultant,"Chicago, IL 60606 (Loop area)",CHI,        Deloitte,121k-140k,130.5,"Experience working as a Data Scientist. Perform data studies and data discovery routines for video, voice, weblog, sensor, machine and social media data sources...",0.0,1.0,0.0,0.0,0.0,0.0
2251,Principal Data Scientist (Analytics),"Abbott Park, IL",CHI,        Abbott,121k-140k,130.5,Products and business data sources. Provides subject matter expertise in data analytics; Experience in Data Visualization tools like Tableau and QlikSense....,0.0,1.0,0.0,0.0,0.0,0.0
2252,"Senior Vice President, Strategic Engagement & Analytics - Di...","Chicago, IL",CHI,    Publicis Healthcare Communications Group,121k-140k,130.5,"Strong analytic skills – ability to translate data into information and insights; They are the expert strategists, artists, writers, scientists, advocates, and...",0.0,1.0,0.0,0.0,0.0,0.0
2253,Data Scientist - High Frequency Trading,"Chicago, IL",CHI,    NJF Search,121k-140k,130.5,"As a data scientist you will be applying statistical modelling techniques to huge structured, and unstructured data sets with a view to optimize these models...",0.0,1.0,0.0,0.0,0.0,0.0
2254,Speech Recognition Data Scientist,"Chicago, IL",CHI,        Capital One,121k-140k,130.5,"Speech Recognition Data Scientist. Writing software to clean and investigate large, messy data sets of numerical and textual data....",0.0,1.0,0.0,0.0,0.0,0.0
2255,Data Scientist,"Deerfield, IL",CHI,    Hirewell,121k-140k,130.5,"Data manipulation with SQL systems. Manipulate and analyze complex, high-volume, high-dimensionality data from varying sources using a variety of tools and data...",0.0,1.0,0.0,0.0,0.0,0.0
2256,"Sr. Manager, Data Modeling and Analysis","Chicago, IL",CHI,"    Blue Cross Blue Shield of IL, MT, NM, OK & TX",121k-140k,130.5,"Leadership of data model design for consumption patterns involved in reporting, analytical and data extraction, through an enterprise data warehouse, Postgres...",0.0,1.0,0.0,0.0,0.0,0.0
2257,VP Data Analytics,"Chicago, IL 60604 (Loop area)",CHI,        CNA Insurance,121k-140k,130.5,Collaborates with IT to develop sophisticated data storage capabilities for structured and unstructured data utilizing Big Data applications and methods –...,0.0,1.0,0.0,0.0,0.0,0.0
2258,physIQ - Backend Analytics Engineer,"Chicago, IL",CHI,    Illinois Technology Association,121k-140k,130.5,Our team is comprised of veteran technologists and world-class data scientists and our solutions set the market standard for scalability and sophistication....,0.0,1.0,0.0,0.0,0.0,0.0
2259,Data Scientist,"Itasca, IL",CHI,        Knowles,121k-140k,130.5,"In this role, the Data Scientist will be responsible for the following:. Experience with Oracle Big Data Appliance is preferred....",0.0,1.0,0.0,0.0,0.0,0.0
2260,Capital One - Optimization Data Scientist,"Chicago, IL",CHI,    Illinois Technology Association,121k-140k,130.5,"Optimization Data Scientist. Writing software to clean and investigate large, messy data sets of numerical and textual data....",0.0,1.0,0.0,0.0,0.0,0.0
2261,Principal Data Scientist - 16-00217,"Chicago, IL",CHI,    e.biT,121k-140k,130.5,"Knowledge of and ideally some experience with tools such as Pig, Hive, etc., for working with big data in Hadoop and/or Spark for data extraction and data prep...",0.0,1.0,0.0,0.0,0.0,0.0
2262,Strategy & Business Development Associate,"Chicago, IL",CHI,    Vista Consulting Group,121k-140k,130.5,"Using data assets and data derived intelligence, the VIG team partners with industry and portfolio companies to create disruptive and compelling new offerings....",0.0,1.0,0.0,0.0,0.0,0.0
2263,Capital One - Data Science Manager,"Chicago, IL",CHI,    Illinois Technology Association,121k-140k,130.5,"Data Science Manager. As a Data Scientist you will be part of a team that's driving the implementation of next generation Customer Matching and Search solution,...",0.0,1.0,0.0,0.0,0.0,0.0
2264,Principal Data Scientist -Build a Data Science Team,"Chicago, IL",CHI,        HERE,121k-140k,130.5,With big data in Hadoop and/or Spark for data extraction and data prep for. Solutions and organizing teams of other data scientists and engineers to....,0.0,1.0,0.0,0.0,0.0,0.0
2265,Data Science Manager,"Chicago, IL",CHI,        Capital One,121k-140k,130.5,"Data Science Manager. As a Data Scientist you will be part of a team that's driving the implementation of next generation Customer Matching and Search solution,...",0.0,1.0,0.0,0.0,0.0,0.0
2266,"Principal Scientist, Analytical (SAN DIEGO)","Chicago, IL",CHI,    San Diego Pharmaceuticals,121k-140k,130.5,"The Principal Scientist will lead and mentor group of junior scientists, manage timelines and budgets, and manage external vendor scientific studies....",0.0,1.0,0.0,0.0,0.0,0.0
2267,Director Sustainable Development,"Chicago, IL",CHI,    Conagra Brands,121k-140k,130.5,"Develops and manages department budget and small sustainability staff with focus on sustainability programs, metrics, transparent reporting, waste reduction and...",0.0,1.0,0.0,0.0,0.0,0.0
2268,Principal Data Scientist - HERE Chicago - Location Driven Da...,"Chicago, IL",CHI,        HERE,121k-140k,130.5,With big data in Hadoop and/or Spark for data extraction and data prep for. Solutions and organizing teams of other data scientists and engineers to....,0.0,1.0,0.0,0.0,0.0,0.0
2269,Quantitative Analyst - Credit Risk,"Chicago, IL",CHI,        Fifth Third Bank,121k-140k,130.5,"O Maintaining and updating internal LGD databases, help with internal data validation. O Working with the IT group to improve data quality for regulatory and...",0.0,1.0,0.0,0.0,0.0,0.0
2270,Optimization Data Scientist,"Chicago, IL",CHI,        Capital One,121k-140k,130.5,"Optimization Data Scientist. Writing software to clean and investigate large, messy data sets of numerical and textual data....",0.0,1.0,0.0,0.0,0.0,0.0
2271,"Quantitative Development Intern- Data Analysis, Summer 2017","Chicago, IL 60603 (Loop area)",CHI,        Akuna Capital,121k-140k,130.5,"Conducted self-driven data analysis projects on complex trading topics. Experience with the common Python data libraries (Pandas, numpy, dask, distributed, etc....",0.0,1.0,0.0,0.0,0.0,0.0
2272,Director of Data Science,"Chicago, IL 60654 (Loop area)",CHI,        Trunk Club,121k-140k,130.5,"Helping data scientists develop algorithms in our relevance and recommender systems; For a data scientist, Trunk Club is a retail dream....",0.0,1.0,0.0,0.0,0.0,0.0
2273,Advanced Analytics Enablement Big Data Manager,"Chicago, IL 60606 (Loop area)",CHI,        Deloitte,121k-140k,130.5,"Experience working as a Data Scientist. Perform data studies and data discovery routines for video, voice, weblog, sensor, machine and social media data sources...",0.0,1.0,0.0,0.0,0.0,0.0
2274,Lead Data Scientist (Graph Analytics),"Chicago, IL 60606 (Loop area)",CHI,        Workbridge Associates,121k-140k,130.5,A leading provider of healthcare insurance across the country is growing out their analytics department in their Chicago office and hiring for a Lead Data...,0.0,1.0,0.0,0.0,0.0,0.0
2275,"Machine Learning Deployment Engineer, Professional Services,...","Chicago, IL",CHI,        Google,121k-140k,130.5,Experience interpreting technical data and creating reports with data. Experience with data analytics and/or data visualization techniques and software....,0.0,1.0,0.0,0.0,0.0,0.0
2276,Software Engineer,"Chicago, IL",CHI,    Civis Analytics,121k-140k,130.5,Political technology and data. Data visualization for the web (using D3 or similar). Engineers collaborate across departments with our data scientists and...,0.0,1.0,0.0,0.0,0.0,0.0
2277,Senior Scientist I - Clinical Next-Generation Sequencing,"Chicago, IL 60654 (Loop area)",CHI,        Tempus,121k-140k,130.5,We now have more data than ever before but providers don't have the infrastructure or expertise to make sense of said data....,0.0,1.0,0.0,0.0,0.0,0.0
2278,Advanced Analytics Enablement Big Data Senior Consultant,"Chicago, IL 60606 (Loop area)",CHI,        Deloitte,121k-140k,130.5,"Experience working as a Data Scientist. Perform data studies and data discovery routines for video, voice, weblog, sensor, machine and social media data sources...",0.0,1.0,0.0,0.0,0.0,0.0
2279,Director of Data Science,"Chicago, IL",CHI,    Shoprunner,121k-140k,130.5,Values data and truth over ego. ShopRunner is looking for a seasoned Director of Data Science to join our talented engineering team....,0.0,1.0,0.0,0.0,0.0,0.0
2280,physIQ - Mobile Application Developer,"Chicago, IL",CHI,    Illinois Technology Association,121k-140k,130.5,Our team is comprised of veteran technologists and world-class data scientists and our solutions set the market standard for scalability and sophistication....,0.0,1.0,0.0,0.0,0.0,0.0
2281,Insurance AAE Big Data Senior Consultant,"Chicago, IL 60606 (Loop area)",CHI,        Deloitte,121k-140k,130.5,"Experience working as a Data Scientist. Perform data studies and data discovery routines for video, voice, weblog, sensor, machine and social media data sources...",0.0,1.0,0.0,0.0,0.0,0.0
2282,Senior Engineer,"Chicago, IL 60661 (Near West Side area)",CHI,    Label Insight,121k-140k,130.5,Our world class SaaS data platform is transforming the way brands and retailers interact with and share product data in order to bring product transparency to...,0.0,1.0,0.0,0.0,0.0,0.0
2283,Quantitative Business Analyst / Technical Writer,"Chicago, IL",CHI,    Chamberlain Advisors,121k-140k,130.5,Chamberlain Advisors is seeking a Business Analyst who will be responsible for partnering closely with our client’s Quantitative Analyst’s in support of,0.0,1.0,0.0,0.0,0.0,0.0
2284,DevOps Engineer,"Chicago, IL",CHI,    Civis Analytics,121k-140k,130.5,"Our engineers, data scientists and analysts are not only the best and brightest in their fields, but are also eager to teach and learn from you....",0.0,1.0,0.0,0.0,0.0,0.0
